"기준년월일","요일","시간대","발신지_시도","발신지_시군구","발신지_읍면동","통화건수"
"20180701","일","02","부산광역시","해운대구","우동","5"
"20180701","일","02","부산광역시","해운대구","재송동","12"
"20180701","일","02","부산광역시","해운대구","좌동","7"
"20180701","일","03","부산광역시","금정구","부곡동","5"
"20180701","일","03","부산광역시","금정구","장전동","5"
"20180701","일","03","부산광역시","기장군","일광면","5"
"20180701","일","03","부산광역시","기장군","정관읍","8"
"20180701","일","03","부산광역시","기장군","철마면","5"
"20180701","일","03","부산광역시","남구","대연동","5"
"20180701","일","03","부산광역시","동래구","명륜동","5"
"20180701","일","03","부산광역시","동래구","사직동","5"
"20180701","일","03","부산광역시","동래구","온천동","5"
"20180701","일","03","부산광역시","부산진구","당감동","12"
"20180701","일","03","부산광역시","부산진구","부전동","5"
"20180701","일","03","부산광역시","북구","구포동","5"
"20180701","일","03","부산광역시","북구","금곡동","5"
"20180701","일","03","부산광역시","사상구","괘법동","5"
"20180701","일","03","부산광역시","사상구","모라동","5"
"20180701","일","03","부산광역시","사상구","학장동","5"
"20180701","일","03","부산광역시","사하구","신평동","5"
"20180701","일","03","부산광역시","서구","부민동1가","5"
"20180701","일","03","부산광역시","수영구","광안동","5"
"20180701","일","03","부산광역시","연제구","연산동","5"
"20180701","일","03","부산광역시","영도구","남항동2가","5"
"20180701","일","03","부산광역시","해운대구","재송동","5"
"20180701","일","03","부산광역시","해운대구","좌동","5"
"20180701","일","03","부산광역시","해운대구","중동","5"
"20180701","일","04","부산광역시","금정구","구서동","5"
"20180701","일","04","부산광역시","금정구","부곡동","5"
"20180701","일","04","부산광역시","기장군","기장읍","5"
"20180701","일","04","부산광역시","기장군","정관면","5"
"20180701","일","04","부산광역시","기장군","정관읍","5"
"20180701","일","04","부산광역시","남구","대연동","5"
"20180701","일","04","부산광역시","동래구","명륜동","5"
"20180701","일","04","부산광역시","동래구","안락동","5"
"20180701","일","04","부산광역시","부산진구","당감동","23"
"20180701","일","04","부산광역시","부산진구","전포동","5"
"20180701","일","04","부산광역시","북구","구포동","9"
"20180701","일","04","부산광역시","북구","덕천동","5"
"20180701","일","04","부산광역시","사상구","괘법동","5"
"20180701","일","04","부산광역시","사상구","학장동","5"
"20180701","일","04","부산광역시","사하구","신평동","6"
"20180701","일","04","부산광역시","서구","부민동1가","5"
"20180701","일","04","부산광역시","서구","암남동","5"
"20180701","일","04","부산광역시","수영구","광안동","5"
"20180701","일","04","부산광역시","연제구","거제동","5"
"20180701","일","04","부산광역시","연제구","연산동","5"
"20180701","일","04","부산광역시","영도구","남항동2가","5"
"20180701","일","04","부산광역시","해운대구","송정동","5"
"20180701","일","04","부산광역시","해운대구","재송동","10"
"20180701","일","04","부산광역시","해운대구","좌동","5"
"20180701","일","04","부산광역시","해운대구","중동","5"
"20180701","일","05","부산광역시","강서구","신호동","5"
"20180701","일","05","부산광역시","금정구","부곡동","5"
"20180701","일","05","부산광역시","기장군","기장읍","5"
"20180701","일","05","부산광역시","기장군","장안읍","5"
"20180701","일","05","부산광역시","기장군","정관읍","6"
"20180701","일","05","부산광역시","남구","대연동","8"
"20180701","일","05","부산광역시","남구","용호동","5"
"20180701","일","05","부산광역시","동구","범일동","5"
"20180701","일","05","부산광역시","동래구","명륜동","9"
"20180701","일","05","부산광역시","동래구","안락동","5"
"20180701","일","05","부산광역시","부산진구","당감동","17"
"20180701","일","05","부산광역시","부산진구","범전동","5"
"20180701","일","05","부산광역시","북구","구포동","9"
"20180701","일","05","부산광역시","북구","만덕동","5"
"20180701","일","05","부산광역시","사상구","감전동","5"
"20180701","일","05","부산광역시","사상구","학장동","5"
"20180701","일","05","부산광역시","사하구","괴정동","5"
"20180701","일","05","부산광역시","사하구","신평동","9"
"20180701","일","05","부산광역시","사하구","장림동","5"
"20180701","일","05","부산광역시","사하구","하단동","5"
"20180701","일","05","부산광역시","서구","부민동1가","5"
"20180701","일","05","부산광역시","서구","암남동","5"
"20180701","일","05","부산광역시","수영구","광안동","6"
"20180701","일","05","부산광역시","연제구","거제동","5"
"20180701","일","05","부산광역시","연제구","연산동","5"
"20180701","일","05","부산광역시","영도구","남항동2가","5"
"20180701","일","05","부산광역시","영도구","동삼동","5"
"20180701","일","05","부산광역시","해운대구","우동","5"
"20180701","일","05","부산광역시","해운대구","재송동","12"
"20180701","일","05","부산광역시","해운대구","좌동","7"
"20180701","일","06","부산광역시","강서구","대저2동","5"
"20180701","일","06","부산광역시","강서구","신호동","5"
"20180701","일","06","부산광역시","금정구","부곡동","5"
"20180701","일","06","부산광역시","기장군","기장읍","5"
"20180701","일","06","부산광역시","기장군","장안읍","5"
"20180701","일","06","부산광역시","기장군","정관읍","7"
"20180701","일","06","부산광역시","남구","대연동","11"
"20180701","일","06","부산광역시","남구","문현동","5"
"20180701","일","06","부산광역시","동구","수정동","5"
"20180701","일","06","부산광역시","동래구","명륜동","7"
"20180701","일","06","부산광역시","동래구","안락동","11"
"20180701","일","06","부산광역시","동래구","온천동","5"
"20180701","일","06","부산광역시","부산진구","개금동","5"
"20180701","일","06","부산광역시","부산진구","당감동","22"
"20180701","일","06","부산광역시","부산진구","범전동","5"
"20180701","일","06","부산광역시","부산진구","전포동","5"
"20180701","일","06","부산광역시","북구","구포동","9"
"20180701","일","06","부산광역시","사상구","괘법동","5"
"20180701","일","06","부산광역시","사상구","모라동","5"
"20180701","일","06","부산광역시","사상구","학장동","6"
"20180701","일","06","부산광역시","사하구","신평동","18"
"20180701","일","06","부산광역시","서구","부민동1가","5"
"20180701","일","06","부산광역시","수영구","광안동","5"
"20180701","일","06","부산광역시","연제구","연산동","10"
"20180701","일","06","부산광역시","영도구","남항동2가","6"
"20180701","일","06","부산광역시","영도구","동삼동","5"
"20180701","일","06","부산광역시","해운대구","반여동","5"
"20180701","일","06","부산광역시","해운대구","재송동","14"
"20180701","일","06","부산광역시","해운대구","좌동","9"
"20180701","일","06","부산광역시","해운대구","중동","5"
"20180701","일","07","부산광역시","강서구","대저2동","5"
"20180701","일","07","부산광역시","금정구","구서동","5"
"20180701","일","07","부산광역시","금정구","부곡동","9"
"20180701","일","07","부산광역시","기장군","기장읍","5"
"20180701","일","07","부산광역시","기장군","정관면","5"
"20180701","일","07","부산광역시","기장군","정관읍","5"
"20180701","일","07","부산광역시","남구","대연동","7"
"20180701","일","07","부산광역시","동구","수정동","5"
"20180701","일","07","부산광역시","동래구","명륜동","7"
"20180701","일","07","부산광역시","동래구","명장동","5"
"20180701","일","07","부산광역시","동래구","사직동","5"
"20180701","일","07","부산광역시","동래구","안락동","11"
"20180701","일","07","부산광역시","동래구","온천동","5"
"20180701","일","07","부산광역시","부산진구","가야동","5"
"20180701","일","07","부산광역시","부산진구","당감동","15"
"20180701","일","07","부산광역시","부산진구","범전동","5"
"20180701","일","07","부산광역시","북구","구포동","18"
"20180701","일","07","부산광역시","북구","덕천동","5"
"20180701","일","07","부산광역시","사상구","모라동","5"
"20180701","일","07","부산광역시","사상구","학장동","5"
"20180701","일","07","부산광역시","사하구","당리동","5"
"20180701","일","07","부산광역시","사하구","신평동","12"
"20180701","일","07","부산광역시","서구","동대신동3가","5"
"20180701","일","07","부산광역시","서구","부민동1가","5"
"20180701","일","07","부산광역시","수영구","광안동","5"
"20180701","일","07","부산광역시","연제구","연산동","5"
"20180701","일","07","부산광역시","영도구","남항동2가","6"
"20180701","일","07","부산광역시","해운대구","반여동","5"
"20180701","일","07","부산광역시","해운대구","송정동","5"
"20180701","일","07","부산광역시","해운대구","재송동","9"
"20180701","일","07","부산광역시","해운대구","좌동","10"
"20180701","일","08","부산광역시","강서구","대저2동","5"
"20180701","일","08","부산광역시","강서구","신호동","5"
"20180701","일","08","부산광역시","금정구","부곡동","6"
"20180701","일","08","부산광역시","기장군","기장읍","7"
"20180701","일","08","부산광역시","기장군","정관면","5"
"20180701","일","08","부산광역시","기장군","정관읍","14"
"20180701","일","08","부산광역시","기장군","철마면","5"
"20180701","일","08","부산광역시","남구","대연동","15"
"20180701","일","08","부산광역시","동구","수정동","5"
"20180701","일","08","부산광역시","동구","좌천동","5"
"20180701","일","08","부산광역시","동래구","명륜동","16"
"20180701","일","08","부산광역시","동래구","안락동","7"
"20180701","일","08","부산광역시","동래구","온천동","5"
"20180701","일","08","부산광역시","동래구","사직동","5"
"20180701","일","08","부산광역시","부산진구","당감동","28"
"20180701","일","08","부산광역시","부산진구","범전동","5"
"20180701","일","08","부산광역시","부산진구","양정동","5"
"20180701","일","08","부산광역시","부산진구","전포동","5"
"20180701","일","08","부산광역시","북구","구포동","17"
"20180701","일","08","부산광역시","사상구","모라동","5"
"20180701","일","08","부산광역시","사상구","학장동","15"
"20180701","일","08","부산광역시","사하구","당리동","5"
"20180701","일","08","부산광역시","사하구","신평동","11"
"20180701","일","08","부산광역시","서구","부민동1가","8"
"20180701","일","08","부산광역시","서구","서대신동3가","5"
"20180701","일","08","부산광역시","수영구","광안동","5"
"20180701","일","08","부산광역시","수영구","망미동","5"
"20180701","일","08","부산광역시","연제구","거제동","5"
"20180701","일","08","부산광역시","연제구","연산동","5"
"20180701","일","08","부산광역시","영도구","남항동2가","12"
"20180701","일","08","부산광역시","해운대구","반송동","5"
"20180701","일","08","부산광역시","해운대구","송정동","5"
"20180701","일","08","부산광역시","해운대구","우동","5"
"20180701","일","08","부산광역시","해운대구","재송동","24"
"20180701","일","08","부산광역시","해운대구","좌동","11"
"20180701","일","09","부산광역시","금정구","부곡동","16"
"20180701","일","09","부산광역시","기장군","일광면","5"
"20180701","일","09","부산광역시","기장군","장안읍","5"
"20180701","일","09","부산광역시","기장군","정관면","5"
"20180701","일","09","부산광역시","기장군","정관읍","16"
"20180701","일","09","부산광역시","기장군","기장읍","7"
"20180701","일","09","부산광역시","기장군","철마면","5"
"20180701","일","09","부산광역시","남구","대연동","14"
"20180701","일","09","부산광역시","남구","문현동","5"
"20180701","일","09","부산광역시","동구","범일동","5"
"20180701","일","09","부산광역시","동구","수정동","5"
"20180701","일","09","부산광역시","동래구","명륜동","14"
"20180701","일","09","부산광역시","동래구","안락동","19"
"20180701","일","09","부산광역시","동래구","온천동","5"
"20180701","일","09","부산광역시","부산진구","당감동","30"
"20180701","일","09","부산광역시","부산진구","범전동","5"
"20180701","일","09","부산광역시","부산진구","양정동","5"
"20180701","일","09","부산광역시","북구","구포동","22"
"20180701","일","09","부산광역시","북구","금곡동","5"
"20180701","일","09","부산광역시","사상구","학장동","17"
"20180701","일","09","부산광역시","사하구","감천동","5"
"20180701","일","09","부산광역시","사하구","구평동","5"
"20180701","일","09","부산광역시","사하구","신평동","19"
"20180701","일","09","부산광역시","서구","부민동1가","15"
"20180701","일","09","부산광역시","서구","암남동","5"
"20180701","일","09","부산광역시","수영구","광안동","10"
"20180701","일","09","부산광역시","연제구","거제동","5"
"20180701","일","09","부산광역시","연제구","연산동","10"
"20180701","일","09","부산광역시","영도구","남항동2가","7"
"20180701","일","09","부산광역시","영도구","봉래동5가","5"
"20180701","일","09","부산광역시","중구","보수동2가","5"
"20180701","일","09","부산광역시","중구","부평동4가","5"
"20180701","일","09","부산광역시","중구","영주동","5"
"20180701","일","09","부산광역시","해운대구","반송동","5"
"20180701","일","09","부산광역시","해운대구","반여동","5"
"20180701","일","09","부산광역시","해운대구","송정동","5"
"20180701","일","09","부산광역시","해운대구","우동","5"
"20180701","일","09","부산광역시","해운대구","재송동","21"
"20180701","일","09","부산광역시","해운대구","좌동","20"
"20180701","일","09","부산광역시","해운대구","중동","5"
"20180701","일","10","부산광역시","강서구","신호동","5"
"20180701","일","10","부산광역시","금정구","부곡동","14"
"20180701","일","10","부산광역시","금정구","청룡동","5"
"20180701","일","10","부산광역시","기장군","기장읍","11"
"20180701","일","10","부산광역시","기장군","정관면","5"
"20180701","일","10","부산광역시","기장군","정관읍","19"
"20180701","일","10","부산광역시","남구","대연동","21"
"20180701","일","10","부산광역시","동구","수정동","5"
"20180701","일","10","부산광역시","동래구","명륜동","17"
"20180701","일","10","부산광역시","동래구","명장동","5"
"20180701","일","10","부산광역시","동래구","안락동","16"
"20180701","일","10","부산광역시","부산진구","당감동","43"
"20180701","일","10","부산광역시","부산진구","범천동","5"
"20180701","일","10","부산광역시","부산진구","부전동","5"
"20180701","일","10","부산광역시","부산진구","전포동","5"
"20180701","일","10","부산광역시","북구","구포동","18"
"20180701","일","10","부산광역시","북구","금곡동","5"
"20180701","일","10","부산광역시","사상구","괘법동","5"
"20180701","일","10","부산광역시","사상구","덕포동","5"
"20180701","일","10","부산광역시","사상구","모라동","5"
"20180701","일","10","부산광역시","사상구","학장동","10"
"20180701","일","10","부산광역시","사하구","신평동","18"
"20180701","일","10","부산광역시","서구","부민동1가","14"
"20180701","일","10","부산광역시","서구","암남동","5"
"20180701","일","10","부산광역시","서구","토성동5가","5"
"20180701","일","10","부산광역시","수영구","광안동","13"
"20180701","일","10","부산광역시","수영구","망미동","5"
"20180701","일","10","부산광역시","수영구","수영동","5"
"20180701","일","10","부산광역시","연제구","연산동","17"
"20180701","일","10","부산광역시","영도구","남항동2가","5"
"20180701","일","10","부산광역시","영도구","청학동","5"
"20180701","일","10","부산광역시","해운대구","반송동","5"
"20180701","일","10","부산광역시","해운대구","반여동","5"
"20180701","일","10","부산광역시","해운대구","우동","5"
"20180701","일","10","부산광역시","해운대구","재송동","24"
"20180701","일","10","부산광역시","해운대구","좌동","13"
"20180701","일","11","부산광역시","강서구","대저1동","5"
"20180701","일","11","부산광역시","강서구","대저2동","5"
"20180701","일","11","부산광역시","강서구","신호동","5"
"20180701","일","11","부산광역시","금정구","구서동","5"
"20180701","일","11","부산광역시","금정구","부곡동","10"
"20180701","일","11","부산광역시","금정구","장전동","5"
"20180701","일","11","부산광역시","기장군","기장읍","5"
"20180701","일","11","부산광역시","기장군","정관면","5"
"20180701","일","11","부산광역시","기장군","정관읍","11"
"20180701","일","11","부산광역시","기장군","철마면","5"
"20180701","일","11","부산광역시","남구","대연동","16"
"20180701","일","11","부산광역시","남구","문현동","5"
"20180701","일","11","부산광역시","남구","용호동","5"
"20180701","일","11","부산광역시","동구","수정동","5"
"20180701","일","11","부산광역시","동래구","명륜동","11"
"20180701","일","11","부산광역시","동래구","명장동","5"
"20180701","일","11","부산광역시","동래구","사직동","5"
"20180701","일","11","부산광역시","동래구","안락동","16"
"20180701","일","11","부산광역시","부산진구","당감동","26"
"20180701","일","11","부산광역시","부산진구","양정동","5"
"20180701","일","11","부산광역시","북구","구포동","26"
"20180701","일","11","부산광역시","북구","덕천동","5"
"20180701","일","11","부산광역시","북구","화명동","5"
"20180701","일","11","부산광역시","사상구","덕포동","5"
"20180701","일","11","부산광역시","사상구","모라동","5"
"20180701","일","11","부산광역시","사상구","괘법동","5"
"20180701","일","11","부산광역시","사상구","주례동","5"
"20180701","일","11","부산광역시","사상구","학장동","10"
"20180701","일","11","부산광역시","사하구","다대동","5"
"20180701","일","11","부산광역시","사하구","당리동","5"
"20180701","일","11","부산광역시","사하구","신평동","19"
"20180701","일","11","부산광역시","서구","부민동1가","5"
"20180701","일","11","부산광역시","수영구","광안동","9"
"20180701","일","11","부산광역시","수영구","민락동","5"
"20180701","일","11","부산광역시","연제구","연산동","15"
"20180701","일","11","부산광역시","영도구","남항동2가","7"
"20180701","일","11","부산광역시","영도구","봉래동3가","5"
"20180701","일","11","부산광역시","해운대구","반송동","5"
"20180701","일","11","부산광역시","해운대구","반여동","5"
"20180701","일","11","부산광역시","해운대구","우동","5"
"20180701","일","11","부산광역시","해운대구","재송동","27"
"20180701","일","11","부산광역시","해운대구","좌동","23"
"20180701","일","11","부산광역시","해운대구","중동","5"
"20180701","일","12","부산광역시","강서구","신호동","5"
"20180701","일","12","부산광역시","금정구","부곡동","6"
"20180701","일","12","부산광역시","기장군","기장읍","6"
"20180701","일","12","부산광역시","기장군","장안읍","5"
"20180701","일","12","부산광역시","기장군","정관면","5"
"20180701","일","12","부산광역시","기장군","정관읍","15"
"20180701","일","12","부산광역시","남구","대연동","12"
"20180701","일","12","부산광역시","남구","용호동","5"
"20180701","일","12","부산광역시","동구","수정동","5"
"20180701","일","12","부산광역시","동래구","명륜동","10"
"20180701","일","12","부산광역시","동래구","사직동","5"
"20180701","일","12","부산광역시","동래구","안락동","12"
"20180701","일","12","부산광역시","동래구","온천동","5"
"20180701","일","12","부산광역시","부산진구","가야동","5"
"20180701","일","12","부산광역시","부산진구","개금동","5"
"20180701","일","12","부산광역시","부산진구","당감동","26"
"20180701","일","12","부산광역시","북구","구포동","13"
"20180701","일","12","부산광역시","북구","덕천동","5"
"20180701","일","12","부산광역시","사상구","괘법동","5"
"20180701","일","12","부산광역시","사상구","모라동","5"
"20180701","일","12","부산광역시","사상구","엄궁동","5"
"20180701","일","12","부산광역시","사상구","학장동","9"
"20180701","일","12","부산광역시","사하구","신평동","14"
"20180701","일","12","부산광역시","서구","부민동1가","5"
"20180701","일","12","부산광역시","서구","토성동5가","5"
"20180701","일","12","부산광역시","수영구","광안동","13"
"20180701","일","12","부산광역시","연제구","연산동","13"
"20180701","일","12","부산광역시","영도구","남항동2가","10"
"20180701","일","12","부산광역시","영도구","청학동","5"
"20180701","일","12","부산광역시","해운대구","반송동","5"
"20180701","일","12","부산광역시","해운대구","우동","5"
"20180701","일","12","부산광역시","해운대구","재송동","21"
"20180701","일","12","부산광역시","해운대구","송정동","5"
"20180701","일","12","부산광역시","해운대구","좌동","15"
"20180701","일","12","부산광역시","해운대구","중동","5"
"20180701","일","13","부산광역시","강서구","대저2동","5"
"20180701","일","13","부산광역시","강서구","신호동","5"
"20180701","일","13","부산광역시","금정구","구서동","5"
"20180701","일","13","부산광역시","금정구","부곡동","7"
"20180701","일","13","부산광역시","기장군","기장읍","8"
"20180701","일","13","부산광역시","기장군","장안읍","5"
"20180701","일","13","부산광역시","기장군","정관읍","9"
"20180701","일","13","부산광역시","남구","대연동","11"
"20180701","일","13","부산광역시","동구","수정동","5"
"20180701","일","13","부산광역시","동래구","명륜동","9"
"20180701","일","13","부산광역시","동래구","사직동","5"
"20180701","일","13","부산광역시","동래구","안락동","22"
"20180701","일","13","부산광역시","동래구","온천동","5"
"20180701","일","13","부산광역시","부산진구","당감동","27"
"20180701","일","13","부산광역시","부산진구","범전동","5"
"20180701","일","13","부산광역시","북구","덕천동","5"
"20180701","일","13","부산광역시","북구","구포동","13"
"20180701","일","13","부산광역시","북구","만덕동","5"
"20180701","일","13","부산광역시","북구","화명동","5"
"20180701","일","13","부산광역시","사상구","괘법동","5"
"20180701","일","13","부산광역시","사상구","학장동","12"
"20180701","일","13","부산광역시","사하구","감천동","5"
"20180701","일","13","부산광역시","사하구","당리동","5"
"20180701","일","13","부산광역시","사하구","신평동","24"
"20180701","일","13","부산광역시","서구","동대신동3가","5"
"20180701","일","13","부산광역시","서구","부민동1가","6"
"20180701","일","13","부산광역시","서구","토성동5가","5"
"20180701","일","13","부산광역시","수영구","광안동","8"
"20180701","일","13","부산광역시","수영구","남천동","5"
"20180701","일","13","부산광역시","수영구","수영동","5"
"20180701","일","13","부산광역시","연제구","거제동","5"
"20180701","일","13","부산광역시","연제구","연산동","7"
"20180701","일","13","부산광역시","영도구","남항동2가","8"
"20180701","일","13","부산광역시","영도구","동삼동","5"
"20180701","일","13","부산광역시","영도구","봉래동3가","5"
"20180701","일","13","부산광역시","중구","보수동2가","5"
"20180701","일","13","부산광역시","해운대구","송정동","5"
"20180701","일","13","부산광역시","해운대구","우동","5"
"20180701","일","13","부산광역시","해운대구","재송동","17"
"20180701","일","13","부산광역시","해운대구","좌동","16"
"20180701","일","13","부산광역시","해운대구","중동","5"
"20180701","일","14","부산광역시","금정구","부곡동","5"
"20180701","일","14","부산광역시","금정구","장전동","5"
"20180701","일","14","부산광역시","기장군","기장읍","5"
"20180701","일","14","부산광역시","기장군","정관면","5"
"20180701","일","14","부산광역시","기장군","정관읍","12"
"20180701","일","14","부산광역시","남구","감만동","5"
"20180701","일","14","부산광역시","남구","대연동","13"
"20180701","일","14","부산광역시","남구","용당동","5"
"20180701","일","14","부산광역시","동구","수정동","5"
"20180701","일","14","부산광역시","동래구","명륜동","5"
"20180701","일","14","부산광역시","동래구","사직동","5"
"20180701","일","14","부산광역시","동래구","안락동","10"
"20180701","일","14","부산광역시","부산진구","당감동","20"
"20180701","일","14","부산광역시","부산진구","초읍동","5"
"20180701","일","14","부산광역시","북구","구포동","17"
"20180701","일","14","부산광역시","사상구","모라동","5"
"20180701","일","14","부산광역시","사상구","학장동","5"
"20180701","일","14","부산광역시","사하구","신평동","11"
"20180701","일","14","부산광역시","서구","부민동1가","5"
"20180701","일","14","부산광역시","수영구","광안동","6"
"20180701","일","14","부산광역시","수영구","수영동","5"
"20180701","일","14","부산광역시","연제구","연산동","5"
"20180701","일","14","부산광역시","영도구","남항동2가","5"
"20180701","일","14","부산광역시","중구","부평동4가","5"
"20180701","일","14","부산광역시","해운대구","반송동","5"
"20180701","일","14","부산광역시","해운대구","재송동","28"
"20180701","일","14","부산광역시","해운대구","우동","5"
"20180701","일","14","부산광역시","해운대구","좌동","12"
"20180701","일","14","부산광역시","해운대구","중동","5"
"20180701","일","15","부산광역시","강서구","대저1동","5"
"20180701","일","15","부산광역시","금정구","부곡동","5"
"20180701","일","15","부산광역시","기장군","기장읍","11"
"20180701","일","15","부산광역시","기장군","장안읍","5"
"20180701","일","15","부산광역시","기장군","정관면","5"
"20180701","일","15","부산광역시","기장군","정관읍","11"
"20180701","일","15","부산광역시","기장군","철마면","5"
"20180701","일","15","부산광역시","남구","대연동","8"
"20180701","일","15","부산광역시","남구","문현동","5"
"20180701","일","15","부산광역시","남구","용호동","5"
"20180701","일","15","부산광역시","동구","수정동","5"
"20180701","일","15","부산광역시","동래구","명륜동","5"
"20180701","일","15","부산광역시","동래구","명장동","5"
"20180701","일","15","부산광역시","동래구","복천동","5"
"20180701","일","15","부산광역시","동래구","사직동","5"
"20180701","일","15","부산광역시","동래구","안락동","6"
"20180701","일","15","부산광역시","동래구","온천동","5"
"20180701","일","15","부산광역시","부산진구","개금동","5"
"20180701","일","15","부산광역시","부산진구","당감동","25"
"20180701","일","15","부산광역시","부산진구","범전동","5"
"20180701","일","15","부산광역시","부산진구","범천동","5"
"20180701","일","15","부산광역시","부산진구","양정동","5"
"20180701","일","15","부산광역시","북구","구포동","5"
"20180701","일","15","부산광역시","북구","금곡동","5"
"20180701","일","15","부산광역시","사상구","모라동","5"
"20180701","일","15","부산광역시","사상구","엄궁동","5"
"20180701","일","15","부산광역시","사상구","학장동","6"
"20180701","일","15","부산광역시","사하구","구평동","5"
"20180701","일","15","부산광역시","사하구","신평동","8"
"20180701","일","15","부산광역시","서구","부민동1가","5"
"20180701","일","15","부산광역시","수영구","광안동","6"
"20180701","일","15","부산광역시","수영구","남천동","5"
"20180701","일","15","부산광역시","연제구","연산동","7"
"20180701","일","15","부산광역시","영도구","남항동2가","5"
"20180701","일","15","부산광역시","영도구","동삼동","5"
"20180701","일","15","부산광역시","해운대구","송정동","5"
"20180701","일","15","부산광역시","해운대구","우동","5"
"20180701","일","15","부산광역시","해운대구","재송동","12"
"20180701","일","15","부산광역시","해운대구","좌동","8"
"20180701","일","15","부산광역시","해운대구","중동","5"
"20180701","일","16","부산광역시","강서구","대저2동","5"
